Entry	Add	Entry name	Status	Protein names	Gene names	Organism	Length
Q5FWI9	1	Q5FWI9_MOUSE	unreviewed	AP-2 complex subunit mu (AP-2 mu chain) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (Plasma membrane adaptor AP-2 50 kDa protein)	Ap2m1	Mus musculus (Mouse)	435
L7N475	1	L7N475_MOUSE	unreviewed	Olfactory receptor	Olfr92	Mus musculus (Mouse)	312
Q9EPF6	1	Q9EPF6_MOUSE	unreviewed	Olfactory receptor 704 (Olfactory receptor Olfr704) (T3 olfactory receptor)	Olfr704 Olfr695 Olfr698	Mus musculus (Mouse)	315
Q91XX4	1	Q91XX4_MOUSE	unreviewed	"Protocadherin gamma B6 (Protocadherin gamma subfamily B, 6)"	Pcdhgb6	Mus musculus (Mouse)	930
Q7TR17	1	Q7TR17_MOUSE	unreviewed	Olfactory receptor	Olfr1182	Mus musculus (Mouse)	305
K7N5T5	1	K7N5T5_MOUSE	unreviewed	Olfactory receptor	Olfr190	Mus musculus (Mouse)	307
Q542F1	1	Q542F1_MOUSE	unreviewed	Chloride intracellular channel protein	Clic1	Mus musculus (Mouse)	241
Q7TQT3	1	Q7TQT3_MOUSE	unreviewed	Olfactory receptor	Olfr1382	Mus musculus (Mouse)	311
Q9QZ21	1	Q9QZ21_MOUSE	unreviewed	Olfactory receptor	or37b OR37B	Mus musculus (Mouse)	318
Q8VF83	1	Q8VF83_MOUSE	unreviewed	Olfactory receptor	Olfr1309	Mus musculus (Mouse)	320
A0A494BB52	1	A0A494BB52_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r236	Mus musculus (Mouse)	304
Q8VF00	1	Q8VF00_MOUSE	unreviewed	Olfactory receptor	Olfr1123	Mus musculus (Mouse)	323
Q9D6X6	1	PRS23_MOUSE	reviewed	Serine protease 23 (EC 3.4.21.-)	Prss23	Mus musculus (Mouse)	382
P06869	1	UROK_MOUSE	reviewed	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Plau	Mus musculus (Mouse)	433
Q91X17	1	UROM_MOUSE	reviewed	"Uromodulin (Tamm-Horsfall urinary glycoprotein) (THP) [Cleaved into: Uromodulin, secreted form]"	Umod	Mus musculus (Mouse)	642
Q8BKV0	1	TICN3_MOUSE	reviewed	"Testican-3 (SPARC/osteonectin, CWCV, and Kazal-like domains proteoglycan 3)"	Spock3	Mus musculus (Mouse)	436
P12656	1	TSHB_MOUSE	reviewed	Thyrotropin subunit beta (Thyroid-stimulating hormone subunit beta) (TSH-B) (TSH-beta) (Thyrotropin beta chain)	Tshb	Mus musculus (Mouse)	138
P35456	1	UPAR_MOUSE	reviewed	Urokinase plasminogen activator surface receptor (U-PAR) (uPAR) (CD antigen CD87)	Plaur	Mus musculus (Mouse)	327
Q19LI2	1	A1BG_MOUSE	reviewed	Alpha-1B-glycoprotein (Alpha-1-B glycoprotein)	A1bg	Mus musculus (Mouse)	512
Q8VHN7	1	AGRV1_MOUSE	reviewed	Adhesion G-protein coupled receptor V1 (ADGRV1) (EC 3.4.-.-) (G-protein coupled receptor 98) (Monogenic audiogenic seizure susceptibility protein 1) (MASS1) (Neurepin) (Protein rueda) (Very large G-protein coupled receptor 1) (VLGR1) [Cleaved into: ADGRV1 subunit alpha; ADGRV1 subunit beta (VLGR1 subunit beta) (Vbeta)]	Adgrv1 Gpr98 Kiaa0686 Mass1 Vlgr1	Mus musculus (Mouse)	6298
Q91ZF2	1	CAT7_MOUSE	reviewed	Cathepsin 7 (EC 3.4.22.-) (Cathepsin 1)	Cts7 Cts1 Epcs24	Mus musculus (Mouse)	331
O89020	1	AFAM_MOUSE	reviewed	Afamin (Alpha-albumin) (Alpha-Alb)	Afm	Mus musculus (Mouse)	608
Q9ESN4	1	C1QL3_MOUSE	reviewed	Complement C1q-like protein 3 (C1q and tumor necrosis factor-related protein 13) (C1q/TNF-related protein 13) (CTRP13) (Gliacolin)	C1ql3 C1ql Ctrp13	Mus musculus (Mouse)	255
Q9WVJ3	1	CBPQ_MOUSE	reviewed	Carboxypeptidase Q (EC 3.4.17.-) (Hematopoietic lineage switch 2) (Plasma glutamate carboxypeptidase)	Cpq Hls2 Pgcp	Mus musculus (Mouse)	470
Q91V80	1	APOF_MOUSE	reviewed	Apolipoprotein F (Apo-F) (Leukemia virus-inactivating factor) (LVIF)	Apof Lvif	Mus musculus (Mouse)	315
Q7TSK7	1	ATL2_MOUSE	reviewed	ADAMTS-like protein 2 (ADAMTSL-2) (TSP1-repeat-containing protein 1) (TCP-1)	Adamtsl2 Kiaa0605 Tcp1	Mus musculus (Mouse)	957
P17515	1	CXL10_MOUSE	reviewed	C-X-C motif chemokine 10 (10 kDa interferon gamma-induced protein) (Gamma-IP10) (IP-10) (C7) (Interferon-gamma induced protein CRG-2) (Small-inducible cytokine B10)	Cxcl10 Crg2 Ifi10 Inp10 Scyb10	Mus musculus (Mouse)	98
P32766	1	CST8_MOUSE	reviewed	Cystatin-8 (Cystatin-related epididymal spermatogenic protein) (Cystatin-related epididymal-specific protein)	Cst8 Cres	Mus musculus (Mouse)	142
Q99M71	1	EPDR1_MOUSE	reviewed	Mammalian ependymin-related protein 1 (MERP-1)	Epdr1 Epdr2 Merp1 Merp2	Mus musculus (Mouse)	224
Q00898	1	A1AT5_MOUSE	reviewed	Alpha-1-antitrypsin 1-5 (Alpha-1 protease inhibitor 5) (Serine protease inhibitor 1-5) (Serine protease inhibitor A1e) (Serpin A1e)	Serpina1e Dom5 Spi1-5	Mus musculus (Mouse)	413
P21836	1	ACES_MOUSE	reviewed	Acetylcholinesterase (AChE) (EC 3.1.1.7)	Ache	Mus musculus (Mouse)	614
P09470	1	ACE_MOUSE	reviewed	"Angiotensin-converting enzyme (ACE) (EC 3.2.1.-) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD antigen CD143) [Cleaved into: Angiotensin-converting enzyme, soluble form]"	Ace Dcp1	Mus musculus (Mouse)	1312
Q05928	1	BTC_MOUSE	reviewed	Probetacellulin [Cleaved into: Betacellulin (BTC)]	Btc Bcn	Mus musculus (Mouse)	177
Q8CIF4	1	BTD_MOUSE	reviewed	Biotinidase (Biotinase) (EC 3.5.1.12)	Btd	Mus musculus (Mouse)	520
Q9JJ04	1	B4GT4_MOUSE	reviewed	"Beta-1,4-galactosyltransferase 4 (Beta-1,4-GalTase 4) (Beta4Gal-T4) (b4Gal-T4) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Lactotriaosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.275) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 4) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 4)"	B4galt4	Mus musculus (Mouse)	344
Q8C1E1	1	BPIB2_MOUSE	reviewed	BPI fold-containing family B member 2 (Bactericidal/permeability-increasing protein-like 1)	Bpifb2 Bpil1	Mus musculus (Mouse)	462
O88430	1	CCL22_MOUSE	reviewed	C-C motif chemokine 22 (Activated B and dendritic cell-derived) (CC chemokine ABCD-1) (Small-inducible cytokine A22)	Ccl22 Abcd1 Scya22	Mus musculus (Mouse)	92
Q9JKC0	1	CCL24_MOUSE	reviewed	C-C motif chemokine 24 (Eosinophil chemotactic protein 2) (Eotaxin-2) (Small-inducible cytokine A24)	Ccl24 Scya24	Mus musculus (Mouse)	119
O35903	1	CCL25_MOUSE	reviewed	C-C motif chemokine 25 (Chemokine TECK) (Small-inducible cytokine A25) (Thymus-expressed chemokine)	Ccl25 Scya25 Teck	Mus musculus (Mouse)	144
Q9Z1X0	1	CCL27_MOUSE	reviewed	C-C motif chemokine 27 (CC chemokine ILC) (Cutaneous T-cell-attracting chemokine) (CTACK) (ESkine) (IL-11 R-alpha-locus chemokine) (ALP) (mILC) (Skinkine) (Small-inducible cytokine A27)	Ccl27 Ilc Scya27	Mus musculus (Mouse)	120
Q9JIL2	1	CCL28_MOUSE	reviewed	C-C motif chemokine 28 (Small-inducible cytokine A28)	Ccl28 Scya28	Mus musculus (Mouse)	130
P29268	1	CCN2_MOUSE	reviewed	CCN family member 2 (Cellular communication network factor 2) (Connective tissue growth factor) (Hypertrophic chondrocyte-specific protein 24) (Protein FISP-12)	Ccn2 betaIG-M2 Ctgf Fisp-12 Fisp12 Hcs24	Mus musculus (Mouse)	348
P40240	1	CD9_MOUSE	reviewed	CD9 antigen (CD antigen CD9)	Cd9	Mus musculus (Mouse)	226
P02463	1	CO4A1_MOUSE	reviewed	Collagen alpha-1(IV) chain [Cleaved into: Arresten]	Col4a1	Mus musculus (Mouse)	1669
P08121	1	CO3A1_MOUSE	reviewed	Collagen alpha-1(III) chain	Col3a1	Mus musculus (Mouse)	1464
Q9QZS0	1	CO4A3_MOUSE	reviewed	Collagen alpha-3(IV) chain [Cleaved into: Tumstatin]	Col4a3	Mus musculus (Mouse)	1669
Q07643	1	CO9A2_MOUSE	reviewed	Collagen alpha-2(IX) chain	Col9a2	Mus musculus (Mouse)	688
Q9JJZ5	1	EGFL6_MOUSE	reviewed	Epidermal growth factor-like protein 6 (EGF-like protein 6) (MAM and EGF domains-containing gene protein) (Protein W80)	Egfl6 Maeg	Mus musculus (Mouse)	550
Q9QXT5	1	EGFL7_MOUSE	reviewed	Epidermal growth factor-like protein 7 (EGF-like protein 7) (Multiple epidermal growth factor-like domains protein 7) (Multiple EGF-like domains protein 7) (NOTCH4-like protein) (Vascular endothelial statin) (VE-statin) (Zneu1)	Egfl7 Megf7	Mus musculus (Mouse)	275
Q6GUQ1	1	EGFL8_MOUSE	reviewed	Epidermal growth factor-like protein 8 (EGF-like protein 8)	Egfl8 Ng3	Mus musculus (Mouse)	293
Q4VBE4	1	EGFLA_MOUSE	reviewed	"Pikachurin (EGF-like, fibronectin type-III and laminin G-like domain-containing protein) (Nectican)"	Egflam	Mus musculus (Mouse)	1017
Q8K1D8	1	ENHO_MOUSE	reviewed	Adropin (Energy homeostasis-associated protein)	Enho	Mus musculus (Mouse)	76
P31230	1	AIMP1_MOUSE	reviewed	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)]	Aimp1 Emap2 Scye1	Mus musculus (Mouse)	310
O88875	1	BY55_MOUSE	reviewed	"CD160 antigen (Natural killer cell receptor BY55) (CD antigen CD160) [Cleaved into: CD160 antigen, soluble form]"	Cd160 By55	Mus musculus (Mouse)	185
P97297	1	ADML_MOUSE	reviewed	Pro-adrenomedullin [Cleaved into: Adrenomedullin (AM); Proadrenomedullin N-20 terminal peptide (ProAM N-terminal 20 peptide) (PAMP) (ProAM-N20)]	Adm	Mus musculus (Mouse)	184
Q9Z1P8	1	ANGL4_MOUSE	reviewed	Angiopoietin-related protein 4 (425O18-1) (Angiopoietin-like protein 4) (Fasting-induced adipose factor) (Hepatic fibrinogen/angiopoietin-related protein) (HFARP) (Secreted protein Bk89) [Cleaved into: ANGPTL4 N-terminal chain; ANGPTL4 C-terminal chain]	Angptl4 Farp Fiaf Ng27	Mus musculus (Mouse)	410
P09813	1	APOA2_MOUSE	reviewed	Apolipoprotein A-II (Apo-AII) (ApoA-II) (Apolipoprotein A2) [Cleaved into: Proapolipoprotein A-II (ProapoA-II)]	Apoa2	Mus musculus (Mouse)	102
P08226	1	APOE_MOUSE	reviewed	Apolipoprotein E (Apo-E)	Apoe	Mus musculus (Mouse)	311
Q8VCT3	1	AMPB_MOUSE	reviewed	Aminopeptidase B (AP-B) (EC 3.4.11.6) (Arginine aminopeptidase) (Arginyl aminopeptidase) (Cytosol aminopeptidase IV)	Rnpep	Mus musculus (Mouse)	650
Q9D7Q1	1	CHIT1_MOUSE	reviewed	Chitotriosidase-1 (EC 3.2.1.14) (Chitinase-1)	Chit1	Mus musculus (Mouse)	464
P05125	1	ANF_MOUSE	reviewed	Natriuretic peptides A (Atrial natriuretic factor prohormone) (preproANF) (proANF) (Atrial natriuretic peptide prohormone) (preproANP) (proANP) (Atriopeptigen) (Cardiodilatin) (CDD) (preproCDD-ANF) [Cleaved into: Long-acting natriuretic peptide (LANP) (Long-acting natriuretic hormone) (LANH) (Pro atrial natriuretic factor 1-30) (proANF 1-30) (Pro atrial natriuretic peptide 1-30) (proANP 1-30); Vessel dilator (VSDL) (Pro atrial natriuretic factor 31-67) (proANF 31-67) (Pro atrial natriuretic peptide 31-67) (proANP 31-67); Kaliuretic peptide (KP) (Pro atrial natriuretic factor 79-98) (proANF 79-98) (Pro atrial natriuretic peptide 79-98) (proANP 79-98); Urodilatin (URO) (CDD 95-126) (CDD-ANP (95-126)) (Pro atrial natriuretic peptide 95-126) (proANP 95-126); Auriculin-C (Atrial natriuretic factor 1-33) (ANF 1-33); Auriculin-D (Atrial natriuretic factor 3-33) (ANF 3-33); Atrial natriuretic peptide (ANP) (Alpha-atrial natriuretic peptide) (Alpha-hANP) (Atrial natriuretic factor) (ANF) (CDD-ANF) (CDD-ANP (99-126)) (Cardionatrin) (Pro atrial natriuretic factor 99-126) (proANF 99-126); Auriculin-B (Atrial natriuretic factor 8-33) (ANF 8-33); Auriculin-A; Atriopeptin-1 (Atriopeptin I); Atriopeptin-2 (Atriopeptin II); Atriopeptin-3 (Atriopeptin III)]	Nppa Pnd	Mus musculus (Mouse)	152
P48298	1	CCL11_MOUSE	reviewed	Eotaxin (C-C motif chemokine 11) (Eosinophil chemotactic protein) (Small-inducible cytokine A11)	Ccl11 Scya11	Mus musculus (Mouse)	97
Q9JHE3	1	ASAH2_MOUSE	reviewed	Neutral ceramidase (N-CDase) (NCDase) (EC 3.5.1.-) (EC 3.5.1.23) (Acylsphingosine deacylase 2) (N-acylsphingosine amidohydrolase 2) [Cleaved into: Neutral ceramidase soluble form]	Asah2	Mus musculus (Mouse)	756
A2BGH0	1	BPIB4_MOUSE	reviewed	"BPI fold-containing family B member 4 (Long palate, lung and nasal epithelium carcinoma-associated protein 4)"	Bpifb4 Gm1006 Lplunc4	Mus musculus (Mouse)	617
Q9R229	1	BMP10_MOUSE	reviewed	Bone morphogenetic protein 10 (BMP-10)	Bmp10	Mus musculus (Mouse)	421
Q62059	1	CSPG2_MOUSE	reviewed	Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Chondroitin sulfate proteoglycan 2) (Large fibroblast proteoglycan) (PG-M)	Vcan Cspg2	Mus musculus (Mouse)	3357
Q60753	1	CTF1_MOUSE	reviewed	Cardiotrophin-1 (CT-1)	Ctf1	Mus musculus (Mouse)	203
P83714	1	CTF2_MOUSE	reviewed	Cardiotrophin-2 (CT-2) (Neuropoietin) (Np)	Ctf2 Gm494	Mus musculus (Mouse)	204
P70160	1	CALC_MOUSE	reviewed	Calcitonin	Calca Calc	Mus musculus (Mouse)	136
Q9D1D6	1	CTHR1_MOUSE	reviewed	Collagen triple helix repeat-containing protein 1	Cthrc1	Mus musculus (Mouse)	245
O70370	1	CATS_MOUSE	reviewed	Cathepsin S (EC 3.4.22.27)	Ctss Cats	Mus musculus (Mouse)	340
Q8BME9	1	CBLN4_MOUSE	reviewed	Cerebellin-4 (Cerebellin-like glycoprotein 1)	Cbln4 Cblnl1	Mus musculus (Mouse)	198
P14106	1	C1QB_MOUSE	reviewed	Complement C1q subcomponent subunit B	C1qb	Mus musculus (Mouse)	253
P14211	1	CALR_MOUSE	reviewed	Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP)	Calr	Mus musculus (Mouse)	416
Q9QXP7	1	C1QT1_MOUSE	reviewed	Complement C1q tumor necrosis factor-related protein 1 (Putative secreted protein ZSIG37)	C1qtnf1 Zsig37	Mus musculus (Mouse)	281
Q91Z98	1	CHIL4_MOUSE	reviewed	Chitinase-like protein 4 (Chitinase-3-like protein 4) (Secreted protein Ym2)	Chil4 Chi3l4 Ym2	Mus musculus (Mouse)	402
Q02788	1	CO6A2_MOUSE	reviewed	Collagen alpha-2(VI) chain	Col6a2	Mus musculus (Mouse)	1034
P06684	1	CO5_MOUSE	reviewed	Complement C5 (Hemolytic complement) [Cleaved into: Complement C5 beta chain; Complement C5 alpha chain; C5a anaphylatoxin; Complement C5 alpha' chain]	C5 Hc	Mus musculus (Mouse)	1680
Q8C6K9	1	CO6A6_MOUSE	reviewed	Collagen alpha-6(VI) chain	Col6a6	Mus musculus (Mouse)	2265
P56469	1	CORT_MOUSE	reviewed	Cortistatin [Cleaved into: Cortistatin-14]	Cort	Mus musculus (Mouse)	109
Q62507	1	COCH_MOUSE	reviewed	Cochlin (COCH-5B2)	Coch	Mus musculus (Mouse)	552
Q6DFY8	1	BRNP2_MOUSE	reviewed	BMP/retinoic acid-inducible neural-specific protein 2	Brinp2 Fam5b Kiaa1747	Mus musculus (Mouse)	783
Q9CW73	1	B3GA1_MOUSE	reviewed	"Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 1) (Glucuronosyltransferase P) (GlcAT-P) (UDP-GlcUA:glycoprotein beta-1,3-glucuronyltransferase) (GlcUAT-P)"	B3gat1	Mus musculus (Mouse)	334
Q8R0I0	1	ACE2_MOUSE	reviewed	Angiotensin-converting enzyme 2 (EC 3.4.17.23) (ACE-related carboxypeptidase) (EC 3.4.17.-) [Cleaved into: Processed angiotensin-converting enzyme 2]	Ace2	Mus musculus (Mouse)	805
P21237	1	BDNF_MOUSE	reviewed	Brain-derived neurotrophic factor (BDNF) [Cleaved into: BDNF precursor form (ProBDNF)]	Bdnf	Mus musculus (Mouse)	249
P15535	1	B4GT1_MOUSE	reviewed	"Beta-1,4-galactosyltransferase 1 (Beta-1,4-GalTase 1) (Beta4Gal-T1) (b4Gal-T1) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (Lactose synthase A protein) (EC 2.4.1.22) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (Neolactotriaosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.275) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 1) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 1) [Cleaved into: Processed beta-1,4-galactosyltransferase 1]"	B4galt1 Ggtb Ggtb2	Mus musculus (Mouse)	399
Q9R0X2	1	ADEC1_MOUSE	reviewed	ADAM DEC1 (EC 3.4.24.-) (A disintegrin and metalloproteinase domain-like protein decysin-1) (ADAM-like protein decysin-1)	Adamdec1	Mus musculus (Mouse)	467
O55189	1	AMBN_MOUSE	reviewed	Ameloblastin	Ambn	Mus musculus (Mouse)	407
Q3UHD1	1	AGRB1_MOUSE	reviewed	Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-120 (Vstat120); Vasculostatin-40 (Vstat-40)]	Adgrb1 Bai1	Mus musculus (Mouse)	1582
Q07456	1	AMBP_MOUSE	reviewed	Protein AMBP [Cleaved into: Alpha-1-microglobulin (EC 1.6.2.-); Inter-alpha-trypsin inhibitor light chain (ITI-LC) (Bikunin) (HI-30); Trypstatin]	Ambp Itil	Mus musculus (Mouse)	349
P06797	1	CATL1_MOUSE	reviewed	Procathepsin L (EC 3.4.22.15) (Cathepsin L1) (Major excreted protein) (MEP) (p39 cysteine proteinase) [Cleaved into: Cathepsin L; Cathepsin L heavy chain; Cathepsin L light chain]	Ctsl Ctsl1	Mus musculus (Mouse)	334
Q80UG6	1	ALKL2_MOUSE	reviewed	ALK and LTK ligand 2	Alkal2 Fam150b	Mus musculus (Mouse)	151
Q4ZJM9	1	C1QL4_MOUSE	reviewed	Complement C1q-like protein 4 (C1q and tumor necrosis factor-related protein 11) (C1q/TNF-related protein 11) (C1qTNF11) (CTRP11)	C1ql4 C1qtnf11 Ctrp11	Mus musculus (Mouse)	238
Q504N0	1	CBPA2_MOUSE	reviewed	Carboxypeptidase A2 (EC 3.4.17.15)	Cpa2	Mus musculus (Mouse)	417
Q60994	1	ADIPO_MOUSE	reviewed	"Adiponectin (30 kDa adipocyte complement-related protein) (Adipocyte complement-related 30 kDa protein) (ACRP30) (Adipocyte, C1q and collagen domain-containing protein) (Adipocyte-specific protein AdipoQ)"	Adipoq Acdc Acrp30 Apm1	Mus musculus (Mouse)	247
Q61839	1	ANFC_MOUSE	reviewed	C-type natriuretic peptide [Cleaved into: CNP-22; CNP-29; CNP-53]	Nppc Cnp	Mus musculus (Mouse)	126
Q62401	1	CCL12_MOUSE	reviewed	C-C motif chemokine 12 (MCP-1-related chemokine) (Monocyte chemoattractant protein 5) (Monocyte chemotactic protein 5) (MCP-5) (Small-inducible cytokine A12)	Ccl12 Mcp5 Scya12	Mus musculus (Mouse)	104
O70460	1	CCL19_MOUSE	reviewed	C-C motif chemokine 19 (Epstein-Barr virus-induced molecule 1 ligand chemokine) (EBI1 ligand chemokine) (ELC) (Small-inducible cytokine A19)	Ccl19 Elc Scya19	Mus musculus (Mouse)	108
Q8BQH6	1	CDCP2_MOUSE	reviewed	CUB domain-containing protein 2	Cdcp2	Mus musculus (Mouse)	427
Q4VC17	1	ATS18_MOUSE	reviewed	A disintegrin and metalloproteinase with thrombospondin motifs 18 (ADAM-TS 18) (ADAM-TS18) (ADAMTS-18) (EC 3.4.24.-)	Adamts18	Mus musculus (Mouse)	1219
P23927	1	CRYAB_MOUSE	reviewed	Alpha-crystallin B chain (Alpha(B)-crystallin) (P23)	Cryab Crya2	Mus musculus (Mouse)	175
Q9R001	1	ATS5_MOUSE	reviewed	A disintegrin and metalloproteinase with thrombospondin motifs 5 (ADAM-TS 5) (ADAM-TS5) (ADAMTS-5) (EC 3.4.24.-) (ADMP-2) (Aggrecanase-2) (Implantin)	Adamts5	Mus musculus (Mouse)	930
Q8CIE6	1	COPA_MOUSE	reviewed	Coatomer subunit alpha (Alpha-coat protein) (Alpha-COP) [Cleaved into: Xenin (Xenopsin-related peptide); Proxenin]	Copa	Mus musculus (Mouse)	1224
Q9DC29	1	ABCB6_MOUSE	reviewed	ATP-binding cassette sub-family B member 6 (ABC-type heme transporter ABCB6) (EC 7.6.2.5)	Abcb6	Mus musculus (Mouse)	842
Q8K209	1	AGRG1_MOUSE	reviewed	Adhesion G-protein coupled receptor G1 (G-protein coupled receptor 56) (Serpentine receptor cyt28) [Cleaved into: ADGRG1 N-terminal fragment (ADGRG1 NT) (GPR56 N-terminal fragment) (GPR56 NT) (GPR56(N)) (GPR56 extracellular subunit) (GPR56 subunit alpha); ADGRG1 C-terminal fragment (ADGRG1-CT) (GPR56 C-terminal fragment) (GPR56 CT) (GPR56(C)) (GPR56 seven-transmembrane subunit) (GPR56 7TM) (GPR56 subunit beta)]	Adgrg1 Cyt28 Gpr56	Mus musculus (Mouse)	687
P82198	1	BGH3_MOUSE	reviewed	Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3)	Tgfbi	Mus musculus (Mouse)	683
P56473	1	AGRP_MOUSE	reviewed	Agouti-related protein	Agrp Agrt Art	Mus musculus (Mouse)	131
O88312	1	AGR2_MOUSE	reviewed	Anterior gradient protein 2 homolog (AG-2) (mAG-2) (Protein Gob-4) (Secreted cement gland protein XAG-2 homolog)	Agr2 Gob4	Mus musculus (Mouse)	175
J3QPP8	1	ALKL1_MOUSE	reviewed	ALK and LTK ligand 1 (Augmentor beta) (AUG-beta)	Alkal1 Fam150a	Mus musculus (Mouse)	127
Q9Z0F8	1	ADA17_MOUSE	reviewed	Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b)	Adam17 Tace	Mus musculus (Mouse)	827
P11859	1	ANGT_MOUSE	reviewed	Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I) (Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II) (Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III) (Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV) (Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4]	Agt Serpina8	Mus musculus (Mouse)	477
P51910	1	APOD_MOUSE	reviewed	Apolipoprotein D (Apo-D) (ApoD)	Apod	Mus musculus (Mouse)	189
Q9Z0L2	1	ARTN_MOUSE	reviewed	Artemin	Artn	Mus musculus (Mouse)	224
P70158	1	ASM3A_MOUSE	reviewed	Acid sphingomyelinase-like phosphodiesterase 3a (ASM-like phosphodiesterase 3a) (EC 3.1.4.-)	Smpdl3a Asml3a	Mus musculus (Mouse)	445
Q3SXB8	1	COL11_MOUSE	reviewed	Collectin-11 (Collectin kidney protein 1) (CL-K1)	Colec11	Mus musculus (Mouse)	272
P39061	1	COIA1_MOUSE	reviewed	Collagen alpha-1(XVIII) chain [Cleaved into: Endostatin; Non-collagenous domain 1 (NC1)]	Col18a1	Mus musculus (Mouse)	1774
Q9JM58	1	CRLF1_MOUSE	reviewed	Cytokine receptor-like factor 1 (Cytokine receptor-like molecule 3) (CRLM-3) (Cytokine-like factor 1) (CLF-1) (Novel cytokine receptor 6) (NR6)	Crlf1 Crlm3	Mus musculus (Mouse)	425
Q9D269	1	CST11_MOUSE	reviewed	Cystatin-11 (Cystatin-E1) (Cystatin-related epididymal spermatogenic protein 2)	Cst11 Cres2 CSTE1	Mus musculus (Mouse)	139
Q91V70	1	DEFB7_MOUSE	reviewed	"Beta-defensin 7 (BD-7) (mBD-7) (mBD7) (Defensin, beta 7)"	Defb7	Mus musculus (Mouse)	71
P28798	1	GRN_MOUSE	reviewed	Progranulin (PGRN) (Acrogranin) (Epithelin/granulin precursor) (Glycoprotein of 88 Kda) (GP88) (Glycoprotein 88) (PC cell-derived growth factor) (PCDGF) (Proepithelin) (PEPI) [Cleaved into: Paragranulin; Granulin-1; Granulin-2; Granulin-3; Granulin-4; Granulin-5; Granulin-6; Granulin-7]	Grn	Mus musculus (Mouse)	589
P12850	1	GROA_MOUSE	reviewed	Growth-regulated alpha protein (C-X-C motif chemokine 1) (Platelet-derived growth factor-inducible protein KC) (Secretory protein N51) [Cleaved into: KC(5-72) (Hematopoietic synergistic factor) (HSF) (KC-T)]	Cxcl1 Gro Gro1 Mgsa Scyb1	Mus musculus (Mouse)	96
Q9D8T2	1	GSDMD_MOUSE	reviewed	"Gasdermin-D (Gasdermin domain-containing protein 1) [Cleaved into: Gasdermin-D, N-terminal (GSDMD-NT) (mGSDMD-NTD) (p30); Gasdermin-D, C-terminal (GSDMD-CT) (mGSDMD-CTD) (p20)]"	Gsdmd Gsdmdc1	Mus musculus (Mouse)	487
P11032	1	GRAA_MOUSE	reviewed	Granzyme A (EC 3.4.21.78) (Autocrine thymic lymphoma granzyme-like serine protease) (CTLA-3) (Fragmentin-1) (T cell-specific serine protease 1) (TSP-1)	Gzma Ctla-3 Ctla3 Mtsp-1	Mus musculus (Mouse)	260
P04187	1	GRAB_MOUSE	reviewed	"Granzyme B(G,H) (EC 3.4.21.79) (CTLA-1) (Cytotoxic cell protease 1) (CCP1) (Fragmentin-2)"	Gzmb Ctla-1 Ctla1	Mus musculus (Mouse)	247
